Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2025-05-20,Z2,30,50,0,1863
2025-05-20,Z3,30,50,0,2149
2025-05-20,Z4,30,50,0,2284
2025-05-20,Z5,30,50,0,2610
2025-05-21,Z1,34,75,0,1904
2025-05-21,Z2,34,75,0,2150
2025-05-21,Z3,34,75,0,2339
2025-05-21,Z4,34,75,0,2374
2025-05-21,Z5,34,75,0,2685
2025-05-22,Z1,29,60,0,1727
2025-05-22,Z2,29,60,0,1882
2025-05-22,Z3,29,60,0,2093
2025-05-22,Z4,29,60,0,2314
2025-05-22,Z5,29,60,0,2549
2025-05-23,Z1,28,64,1,1875
2025-05-23,Z2,28,64,1,2059
2025-05-23,Z3,28,64,1,2378
2025-05-23,Z4,28,64,1,2638
2025-05-23,Z5,28,64,1,2679
2025-05-24,Z1,26,83,1,1936
2025-05-24,Z2,26,83,1,2174
2025-05-24,Z3,26,83,1,2340
2025-05-24,Z4,26,83,1,2626
2025-05-24,Z5,26,83,1,2714
2025-05-25,Z1,29,71,0,1692
2025-05-25,Z2,29,71,0,1919
2025-05-25,Z3,29,71,0,2184
2025-05-25,Z4,29,71,0,2409
2025-05-25,Z5,29,71,0,2516
2025-05-26,Z1,36,56,0,1774
2025-05-26,Z2,36,56,0,1996
2025-05-26,Z3,36,56,0,2312
2025-05-26,Z4,36,56,0,2532
2025-05-26,Z5,36,56,0,2728
2025-05-27,Z1,22,59,1,1911
2025-05-27,Z2,22,59,1,2018
2025-05-27,Z3,22,59,1,2308
2025-05-27,Z4,22,59,1,2542
2025-05-27,Z5,22,59,1,2725
2025-05-28,Z1,20,47,0,1555
2025-05-28,Z2,20,47,0,1859
2025-05-28,Z3,20,47,0,1979
2025-05-28,Z4,20,47,0,2103
2025-05-28,Z5,20,47,0,2315
2025-05-29,Z1,20,41,0,1518
2025-05-29,Z2,20,41,0,1818
2025-05-29,Z3,20,41,0,2015
2025-05-29,Z4,20,41,0,2082
2025-05-29,Z5,20,41,0,2337
2025-05-30,Z1,35,62,0,1864
2025-05-30,Z2,35,62,0,1967
2025-05-30,Z3,35,62,0,2215
2025-05-30,Z4,35,62,0,2526
2025-05-30,Z5,35,62,0,2723
2025-05-31,Z1,23,58,0,1600
2025-05-31,Z2,23,58,0,1884
2025-05-31,Z3,23,58,0,2113
2025-05-31,Z4,23,58,0,2337
2025-05-31,Z5,23,58,0,2422
2025-06-01,Z1,20,69,0,1685
2025-06-01,Z2,20,69,0,1742
2025-06-01,Z3,20,69,0,2036
2025-06-01,Z4,20,69,0,2190
2025-06-01,Z5,20,69,0,2371
2025-06-02,Z1,20,81,0,1725
2025-06-02,Z2,20,81,0,1826
2025-06-02,Z3,20,81,0,2021
2025-06-02,Z4,20,81,0,2174
2025-06-02,Z5,20,81,0,2470
2025-06-03,Z1,35,78,0,1965
2025-06-03,Z2,35,78,0,2065
2025-06-03,Z3,35,78,0,2346
2025-06-03,Z4,35,78,0,2535
2025-06-03,Z5,35,78,0,2645
2025-06-04,Z1,26,74,0,1736
2025-06-04,Z2,26,74,0,1936
2025-06-04,Z3,26,74,0,2104
2025-06-04,Z4,26,74,0,2238
2025-06-04,Z5,26,74,0,2444
2025-06-05,Z1,24,49,0,1581
2025-06-05,Z2,24,49,0,1847
2025-06-05,Z3,24,49,0,2024
2025-06-05,Z4,24,49,0,2195
2025-06-05,Z5,24,49,0,2464
2025-06-06,Z1,35,47,0,1858
2025-06-06,Z2,35,47,0,2055
2025-06-06,Z3,35,47,0,2166
2025-06-06,Z4,35,47,0,2347
2025-06-06,Z5,35,47,0,2690
2025-06-07,Z1,26,79,0,1681
2025-06-07,Z2,26,79,0,1909
2025-06-07,Z3,26,79,0,2144
2025-06-07,Z4,26,79,0,2280
2025-06-07,Z5,26,79,0,2539
2025-06-08,Z1,35,88,0,1855
2025-06-08,Z2,35,88,0,2125
2025-06-08,Z3,35,88,0,2265
2025-06-08,Z4,35,88,0,2484
2025-06-08,Z5,35,88,0,2696
2025-06-09,Z1,30,51,0,1689
2025-06-09,Z2,30,51,0,1860
2025-06-09,Z3,30,51,0,2242
2025-06-09,Z4,30,51,0,2435
2025-06-09,Z5,30,51,0,2631
2025-06-10,Z1,32,80,0,1755
2025-06-10,Z2,32,80,0,2017
2025-06-10,Z3,32,80,0,2265
2025-06-10,Z4,32,80,0,2362
2025-06-10,Z5,32,80,0,2555
2025-06-11,Z1,33,47,0,1802
2025-06-11,Z2,33,47,0,2061
2025-06-11,Z3,33,47,0,2144
2025-06-11,Z4,33,47,0,2313
2025-06-11,Z5,33,47,0,2668
2025-06-12,Z1,25,83,1,1878
2025-06-12,Z2,25,83,1,2097
2025-06-12,Z3,25,83,1,2433
2025-06-12,Z4,25,83,1,2473
2025-06-12,Z5,25,83,1,2820
2025-06-13,Z1,29,77,0,1717
2025-06-13,Z2,29,77,0,2003
2025-06-13,Z3,29,77,0,2211
2025-06-13,Z4,29,77,0,2378
2025-06-13,Z5,29,77,0,2659
2025-06-14,Z1,22,43,0,1668
2025-06-14,Z2,22,43,0,1778
2025-06-14,Z3,22,43,0,1962
2025-06-14,Z4,22,43,0,2151
2025-06-14,Z5,22,43,0,2419
2025-06-15,Z1,33,59,0,1714
2025-06-15,Z2,33,59,0,2024
2025-06-15,Z3,33,59,0,2156
2025-06-15,Z4,33,59,0,2327
2025-06-15,Z5,33,59,0,2660
2025-06-16,Z1,37,53,0,1856
2025-06-16,Z2,37,53,0,2064
2025-06-16,Z3,37,53,0,2330
2025-06-16,Z4,37,53,0,2550
2025-06-16,Z5,37,53,0,2640
2025-06-17,Z1,36,87,0,1937
2025-06-17,Z2,36,87,0,2199
2025-06-17,Z3,36,87,0,2265
2025-06-17,Z4,36,87,0,2422
2025-06-17,Z5,36,87,0,2777
2025-06-18,Z1,33,74,0,1935
2025-06-18,Z2,33,74,0,1976
2025-06-18,Z3,33,74,0,2311
2025-06-18,Z4,33,74,0,2404
2025-06-18,Z5,33,74,0,2703
2025-06-19,Z1,32,42,0,1834
2025-06-19,Z2,32,42,0,1907
2025-06-19,Z3,32,42,0,2086
2025-06-19,Z4,32,42,0,2463
2025-06-19,Z5,32,42,0,2574
2025-06-20,Z1,35,46,1,2035
2025-06-20,Z2,35,46,1,2139
2025-06-20,Z3,35,46,1,2403
2025-06-20,Z4,35,46,1,2638
2025-06-20,Z5,35,46,1,2753
2025-06-21,Z1,37,52,0,1907
2025-06-21,Z2,37,52,0,2035
2025-06-21,Z3,37,52,0,2235
2025-06-21,Z4,37,52,0,2423
2025-06-21,Z5,37,52,0,2562
2025-06-22,Z1,23,47,1,1871
2025-06-22,Z2,23,47,1,2006
2025-06-22,Z3,23,47,1,2319
2025-06-22,Z4,23,47,1,2341
2025-06-22,Z5,23,47,1,2640
2025-06-23,Z1,37,64,0,1951
2025-06-23,Z2,37,64,0,2058
2025-06-23,Z3,37,64,0,2256
2025-06-23,Z4,37,64,0,2519
2025-06-23,Z5,37,64,0,2709
2025-06-24,Z1,24,57,0,1693
2025-06-24,Z2,24,57,0,1800
2025-06-24,Z3,24,57,0,2058
2025-06-24,Z4,24,57,0,2199
2025-06-24,Z5,24,57,0,2558
2025-06-25,Z1,27,42,0,1626
2025-06-25,Z2,27,42,0,1933
2025-06-25,Z3,27,42,0,2116
2025-06-25,Z4,27,42,0,2299
2025-06-25,Z5,27,42,0,2389
2025-06-26,Z1,35,82,0,1854
2025-06-26,Z2,35,82,0,2175
2025-06-26,Z3,35,82,0,2278
2025-06-26,Z4,35,82,0,2454
2025-06-26,Z5,35,82,0,2644
2025-06-27,Z1,32,77,0,1873
2025-06-27,Z2,32,77,0,2068
2025-06-27,Z3,32,77,0,2287
2025-06-27,Z4,32,77,0,2394
2025-06-27,Z5,32,77,0,2655
2025-06-28,Z1,35,81,0,1943
2025-06-28,Z2,35,81,0,2162
2025-06-28,Z3,35,81,0,2364
2025-06-28,Z4,35,81,0,2419
2025-06-28,Z5,35,81,0,2592
2025-06-29,Z1,34,73,0,1779
2025-06-29,Z2,34,73,0,2111
2025-06-29,Z3,34,73,0,2339
2025-06-29,Z4,34,73,0,2385
2025-06-29,Z5,34,73,0,2585
2025-06-30,Z1,22,69,0,1577
2025-06-30,Z2,22,69,0,1800
2025-06-30,Z3,22,69,0,1994
2025-06-30,Z4,22,69,0,2251
2025-06-30,Z5,22,69,0,2550
2025-07-01,Z1,27,50,0,1802
2025-07-01,Z2,27,50,0,1977
2025-07-01,Z3,27,50,0,2015
2025-07-01,Z4,27,50,0,2327
2025-07-01,Z5,27,50,0,2470
2025-07-02,Z1,21,71,0,1641
2025-07-02,Z2,21,71,0,1827
2025-07-02,Z3,21,71,0,2041
2025-07-02,Z4,21,71,0,2158
2025-07-02,Z5,21,71,0,2495
2025-07-03,Z1,24,74,0,1698
2025-07-03,Z2,24,74,0,1868
2025-07-03,Z3,24,74,0,2029
2025-07-03,Z4,24,74,0,2256
2025-07-03,Z5,24,74,0,2557
2025-07-04,Z1,35,89,0,1876
2025-07-04,Z2,35,89,0,2132
2025-07-04,Z3,35,89,0,2332
2025-07-04,Z4,35,89,0,2558
2025-07-04,Z5,35,89,0,2604
2025-07-05,Z1,37,61,0,1919
2025-07-05,Z2,37,61,0,2119
2025-07-05,Z3,37,61,0,2299
2025-07-05,Z4,37,61,0,2534
2025-07-05,Z5,37,61,0,2758
2025-07-06,Z1,33,50,0,1888
2025-07-06,Z2,33,50,0,2010
2025-07-06,Z3,33,50,0,2129
2025-07-06,Z4,33,50,0,2426
2025-07-06,Z5,33,50,0,2691
2025-07-07,Z1,36,45,0,1753
2025-07-07,Z2,36,45,0,2095
2025-07-07,Z3,36,45,0,2271
2025-07-07,Z4,36,45,0,2403
2025-07-07,Z5,36,45,0,2585
2025-07-08,Z1,26,74,0,1787
2025-07-08,Z2,26,74,0,2029
2025-07-08,Z3,26,74,0,2088
2025-07-08,Z4,26,74,0,2420
2025-07-08,Z5,26,74,0,2571
2025-07-09,Z1,35,74,0,1887
2025-07-09,Z2,35,74,0,2001
2025-07-09,Z3,35,74,0,2219
2025-07-09,Z4,35,74,0,2421
2025-07-09,Z5,35,74,0,2650
2025-07-10,Z1,27,86,0,1740
2025-07-10,Z2,27,86,0,2032
2025-07-10,Z3,27,86,0,2266
2025-07-10,Z4,27,86,0,2424
2025-07-10,Z5,27,86,0,2555
2025-07-11,Z1,26,52,1,1828
2025-07-11,Z2,26,52,1,2043
2025-07-11,Z3,26,52,1,2377
2025-07-11,Z4,26,52,1,2562
2025-07-11,Z5,26,52,1,2621
2025-07-12,Z1,36,85,0,1835
2025-07-12,Z2,36,85,0,2086
2025-07-12,Z3,36,85,0,2213
2025-07-12,Z4,36,85,0,2500
2025-07-12,Z5,36,85,0,2743
2025-07-13,Z1,30,41,0,1813
2025-07-13,Z2,30,41,0,1965
2025-07-13,Z3,30,41,0,2185
2025-07-13,Z4,30,41,0,2311
2025-07-13,Z5,30,41,0,2543
2025-07-14,Z1,28,67,0,1662
2025-07-14,Z2,28,67,0,1951
2025-07-14,Z3,28,67,0,2135
2025-07-14,Z4,28,67,0,2330
2025-07-14,Z5,28,67,0,2556
2025-07-15,Z1,22,46,0,1568
2025-07-15,Z2,22,46,0,1858
2025-07-15,Z3,22,46,0,2085
2025-07-15,Z4,22,46,0,2227
2025-07-15,Z5,22,46,0,2354
2025-07-16,Z1,29,77,1,1998
2025-07-16,Z2,29,77,1,2210
2025-07-16,Z3,29,77,1,2402
2025-07-16,Z4,29,77,1,2677
2025-07-16,Z5,29,77,1,2739
2025-07-17,Z1,29,85,0,1843
2025-07-17,Z2,29,85,0,1976
2025-07-17,Z3,29,85,0,2150
2025-07-17,Z4,29,85,0,2459
2025-07-17,Z5,29,85,0,2522
2025-07-18,Z1,34,48,0,1755
2025-07-18,Z2,34,48,0,2022
2025-07-18,Z3,34,48,0,2205
2025-07-18,Z4,34,48,0,2455
2025-07-18,Z5,34,48,0,2667
2025-07-19,Z1,28,52,0,1703
2025-07-19,Z2,28,52,0,1972
2025-07-19,Z3,28,52,0,2202
2025-07-19,Z4,28,52,0,2406
2025-07-19,Z5,28,52,0,2616
2025-07-20,Z1,31,79,0,1802
2025-07-20,Z2,31,79,0,1996
2025-07-20,Z3,31,79,0,2226
2025-07-20,Z4,31,79,0,2489
2025-07-20,Z5,31,79,0,2683
2025-07-21,Z1,26,68,0,1730
2025-07-21,Z2,26,68,0,1940
2025-07-21,Z3,26,68,0,2098
2025-07-21,Z4,26,68,0,2234
2025-07-21,Z5,26,68,0,2448
2025-07-22,Z1,31,51,0,1832
2025-07-22,Z2,31,51,0,1885
2025-07-22,Z3,31,51,0,2093
2025-07-22,Z4,31,51,0,2369
2025-07-22,Z5,31,51,0,2505
2025-07-23,Z1,27,68,0,1819
2025-07-23,Z2,27,68,0,1967
2025-07-23,Z3,27,68,0,2123
2025-07-23,Z4,27,68,0,2413
2025-07-23,Z5,27,68,0,2485
2025-07-24,Z1,22,73,0,1763
2025-07-24,Z2,22,73,0,1848
2025-07-24,Z3,22,73,0,2170
2025-07-24,Z4,22,73,0,2290
2025-07-24,Z5,22,73,0,2459
2025-07-25,Z1,27,44,0,1730
2025-07-25,Z2,27,44,0,1798
2025-07-25,Z3,27,44,0,2136
2025-07-25,Z4,27,44,0,2243
2025-07-25,Z5,27,44,0,2566
2025-07-26,Z1,25,53,0,1632
2025-07-26,Z2,25,53,0,1866
2025-07-26,Z3,25,53,0,2145
2025-07-26,Z4,25,53,0,2299
2025-07-26,Z5,25,53,0,2577
2025-07-27,Z1,22,58,0,1582
2025-07-27,Z2,22,58,0,1895
2025-07-27,Z3,22,58,0,2051
2025-07-27,Z4,22,58,0,2288
2025-07-27,Z5,22,58,0,2475
2025-07-28,Z1,35,78,0,1929
2025-07-28,Z2,35,78,0,2144
2025-07-28,Z3,35,78,0,2324
2025-07-28,Z4,35,78,0,2442
2025-07-28,Z5,35,78,0,2758
2025-07-29,Z1,32,64,0,1865
2025-07-29,Z2,32,64,0,2045
2025-07-29,Z3,32,64,0,2202
2025-07-29,Z4,32,64,0,2422
2025-07-29,Z5,32,64,0,2559
2025-07-30,Z1,25,42,0,1611
2025-07-30,Z2,25,42,0,1867
2025-07-30,Z3,25,42,0,2005
2025-07-30,Z4,25,42,0,2352
2025-07-30,Z5,25,42,0,2434
2025-07-31,Z1,28,57,0,1722
2025-07-31,Z2,28,57,0,2032
2025-07-31,Z3,28,57,0,2054
2025-07-31,Z4,28,57,0,2309
2025-07-31,Z5,28,57,0,2436
2025-08-01,Z1,35,53,0,1848
2025-08-01,Z2,35,53,0,2111
2025-08-01,Z3,35,53,0,2247
2025-08-01,Z4,35,53,0,2429
2025-08-01,Z5,35,53,0,2672
2025-08-02,Z1,31,53,0,1708
2025-08-02,Z2,31,53,0,2015
2025-08-02,Z3,31,53,0,2120
2025-08-02,Z4,31,53,0,2431
2025-08-02,Z5,31,53,0,2567
2025-08-03,Z1,26,78,0,1796
2025-08-03,Z2,26,78,0,1857
2025-08-03,Z3,26,78,0,2121
2025-08-03,Z4,26,78,0,2308
2025-08-03,Z5,26,78,0,2491
2025-08-04,Z1,33,55,0,1839
2025-08-04,Z2,33,55,0,1907
2025-08-04,Z3,33,55,0,2262
2025-08-04,Z4,33,55,0,2368
2025-08-04,Z5,33,55,0,2558
2025-08-05,Z1,36,88,0,1870
2025-08-05,Z2,36,88,0,2087
2025-08-05,Z3,36,88,0,2317
2025-08-05,Z4,36,88,0,2599
2025-08-05,Z5,36,88,0,2802
2025-08-06,Z1,30,89,0,1898
2025-08-06,Z2,30,89,0,1936
2025-08-06,Z3,30,89,0,2201
2025-08-06,Z4,30,89,0,2356
2025-08-06,Z5,30,89,0,2644
2025-08-07,Z1,23,57,0,1653
2025-08-07,Z2,23,57,0,1849
2025-08-07,Z3,23,57,0,1966
2025-08-07,Z4,23,57,0,2333
2025-08-07,Z5,23,57,0,2492
2025-08-08,Z1,26,82,0,1752
2025-08-08,Z2,26,82,0,1881
2025-08-08,Z3,26,82,0,2145
2025-08-08,Z4,26,82,0,2268
2025-08-08,Z5,26,82,0,2646
2025-08-09,Z1,36,59,0,1822
2025-08-09,Z2,36,59,0,2010
2025-08-09,Z3,36,59,0,2199
2025-08-09,Z4,36,59,0,2545
2025-08-09,Z5,36,59,0,2624
2025-08-10,Z1,24,41,0,1695
2025-08-10,Z2,24,41,0,1872
2025-08-10,Z3,24,41,0,2093
2025-08-10,Z4,24,41,0,2288
2025-08-10,Z5,24,41,0,2395
2025-08-11,Z1,25,79,1,1891
2025-08-11,Z2,25,79,1,2231
2025-08-11,Z3,25,79,1,2430
2025-08-11,Z4,25,79,1,2491
2025-08-11,Z5,25,79,1,2676
2025-08-12,Z1,33,89,1,2151
2025-08-12,Z2,33,89,1,2187
2025-08-12,Z3,33,89,1,2496
2025-08-12,Z4,33,89,1,2702
2025-08-12,Z5,33,89,1,2807
2025-08-13,Z1,29,62,0,1858
2025-08-13,Z2,29,62,0,2008
2025-08-13,Z3,29,62,0,2072
2025-08-13,Z4,29,62,0,2398
2025-08-13,Z5,29,62,0,2616
2025-08-14,Z1,27,48,0,1732
2025-08-14,Z2,27,48,0,1862
2025-08-14,Z3,27,48,0,2191
2025-08-14,Z4,27,48,0,2287
2025-08-14,Z5,27,48,0,2456
2025-08-15,Z1,30,59,0,1838
2025-08-15,Z2,30,59,0,1874
2025-08-15,Z3,30,59,0,2191
2025-08-15,Z4,30,59,0,2414
2025-08-15,Z5,30,59,0,2508
2025-08-16,Z1,25,64,0,1758
2025-08-16,Z2,25,64,0,1944
2025-08-16,Z3,25,64,0,2059
2025-08-16,Z4,25,64,0,2380
2025-08-16,Z5,25,64,0,2565
2025-08-17,Z1,34,50,1,2078
2025-08-17,Z2,34,50,1,2251
2025-08-17,Z3,34,50,1,2363
2025-08-17,Z4,34,50,1,2560
2025-08-17,Z5,34,50,1,2886
2025-08-18,Z1,26,55,0,1691
2025-08-18,Z2,26,55,0,1938
2025-08-18,Z3,26,55,0,2170
2025-08-18,Z4,26,55,0,2318
2025-08-18,Z5,26,55,0,2570
2025-08-19,Z1,22,46,0,1537
2025-08-19,Z2,22,46,0,1893
2025-08-19,Z3,22,46,0,2104
2025-08-19,Z4,22,46,0,2270
2025-08-19,Z5,22,46,0,2442
2025-08-20,Z1,33,62,0,1914
2025-08-20,Z2,33,62,0,2006
2025-08-20,Z3,33,62,0,2272
2025-08-20,Z4,33,62,0,2449
2025-08-20,Z5,33,62,0,2583
2025-08-21,Z1,37,72,0,1913
2025-08-21,Z2,37,72,0,2186
2025-08-21,Z3,37,72,0,2352
2025-08-21,Z4,37,72,0,2537
2025-08-21,Z5,37,72,0,2762
2025-08-22,Z1,33,80,0,1883
2025-08-22,Z2,33,80,0,2007
2025-08-22,Z3,33,80,0,2317
2025-08-22,Z4,33,80,0,2372
2025-08-22,Z5,33,80,0,2700
2025-08-23,Z1,26,86,0,1673
2025-08-23,Z2,26,86,0,1968
2025-08-23,Z3,26,86,0,2120
2025-08-23,Z4,26,86,0,2301
2025-08-23,Z5,26,86,0,2605
2025-08-24,Z1,30,83,0,1828
2025-08-24,Z2,30,83,0,2055
2025-08-24,Z3,30,83,0,2120
2025-08-24,Z4,30,83,0,2511
2025-08-24,Z5,30,83,0,2609
2025-08-25,Z1,37,83,0,1918
2025-08-25,Z2,37,83,0,2191
2025-08-25,Z3,37,83,0,2357
2025-08-25,Z4,37,83,0,2529
2025-08-25,Z5,37,83,0,2663
2025-08-26,Z1,27,74,1,1854
2025-08-26,Z2,27,74,1,2181
2025-08-26,Z3,27,74,1,2436
2025-08-26,Z4,27,74,1,2463
2025-08-26,Z5,27,74,1,2677
2025-08-27,Z1,30,48,0,1716
2025-08-27,Z2,30,48,0,1962
2025-08-27,Z3,30,48,0,2243
2025-08-27,Z4,30,48,0,2297
2025-08-27,Z5,30,48,0,2570
2025-08-28,Z1,27,49,1,1842
2025-08-28,Z2,27,49,1,2155
2025-08-28,Z3,27,49,1,2208
2025-08-28,Z4,27,49,1,2457
2025-08-28,Z5,27,49,1,2759
2025-08-29,Z1,33,70,0,1793
2025-08-29,Z2,33,70,0,2039
2025-08-29,Z3,33,70,0,2325
2025-08-29,Z4,33,70,0,2513
2025-08-29,Z5,33,70,0,2545
2025-08-30,Z1,20,41,0,1636
2025-08-30,Z2,20,41,0,1864
2025-08-30,Z3,20,41,0,1893
2025-08-30,Z4,20,41,0,2158
2025-08-30,Z5,20,41,0,2301
2025-08-31,Z1,32,57,1,2033
2025-08-31,Z2,32,57,1,2286
2025-08-31,Z3,32,57,1,2488
2025-08-31,Z4,32,57,1,2603
2025-08-31,Z5,32,57,1,2712
2025-09-01,Z1,30,50,0,1682
2025-09-01,Z2,30,50,0,1906
2025-09-01,Z3,30,50,0,2095
2025-09-01,Z4,30,50,0,2330
2025-09-01,Z5,30,50,0,2567
2025-09-02,Z1,20,65,1,1926
2025-09-02,Z2,20,65,1,1987
2025-09-02,Z3,20,65,1,2240
2025-09-02,Z4,20,65,1,2352
2025-09-02,Z5,20,65,1,2634
2025-09-03,Z1,32,67,0,1776
2025-09-03,Z2,32,67,0,1952
2025-09-03,Z3,32,67,0,2270
2025-09-03,Z4,32,67,0,2425
2025-09-03,Z5,32,67,0,2598
2025-09-04,Z1,21,65,0,1572
2025-09-04,Z2,21,65,0,1835
2025-09-04,Z3,21,65,0,2088
2025-09-04,Z4,21,65,0,2183
2025-09-04,Z5,21,65,0,2451
2025-09-05,Z1,26,49,1,1968
2025-09-05,Z2,26,49,1,2047
2025-09-05,Z3,26,49,1,2366
2025-09-05,Z4,26,49,1,2395
2025-09-05,Z5,26,49,1,2775
2025-09-06,Z1,23,76,0,1772
2025-09-06,Z2,23,76,0,1941
2025-09-06,Z3,23,76,0,2054
2025-09-06,Z4,23,76,0,2270
2025-09-06,Z5,23,76,0,2588
2025-09-07,Z1,30,43,0,1755
2025-09-07,Z2,30,43,0,1919
2025-09-07,Z3,30,43,0,2216
2025-09-07,Z4,30,43,0,2282
2025-09-07,Z5,30,43,0,2444
2025-09-08,Z1,29,74,0,1765
2025-09-08,Z2,29,74,0,1897
2025-09-08,Z3,29,74,0,2125
2025-09-08,Z4,29,74,0,2378
2025-09-08,Z5,29,74,0,2593
2025-09-09,Z1,27,47,0,1620
2025-09-09,Z2,27,47,0,1955
2025-09-09,Z3,27,47,0,2104
2025-09-09,Z4,27,47,0,2209
2025-09-09,Z5,27,47,0,2532
2025-09-10,Z1,36,84,0,1853
2025-09-10,Z2,36,84,0,2021
2025-09-10,Z3,36,84,0,2231
2025-09-10,Z4,36,84,0,2515
2025-09-10,Z5,36,84,0,2792
2025-09-11,Z1,31,76,1,2069
2025-09-11,Z2,31,76,1,2205
2025-09-11,Z3,31,76,1,2511
2025-09-11,Z4,31,76,1,2681
2025-09-11,Z5,31,76,1,2863
2025-09-12,Z1,32,45,0,1854
2025-09-12,Z2,32,45,0,2057
2025-09-12,Z3,32,45,0,2139
2025-09-12,Z4,32,45,0,2432
2025-09-12,Z5,32,45,0,2518
2025-09-13,Z1,37,49,0,1873
2025-09-13,Z2,37,49,0,2009
2025-09-13,Z3,37,49,0,2316
2025-09-13,Z4,37,49,0,2540
2025-09-13,Z5,37,49,0,2717
2025-09-14,Z1,20,46,0,1492
2025-09-14,Z2,20,46,0,1794
2025-09-14,Z3,20,46,0,1927
2025-09-14,Z4,20,46,0,2149
2025-09-14,Z5,20,46,0,2397
2025-09-15,Z1,29,63,0,1747
2025-09-15,Z2,29,63,0,1930
2025-09-15,Z3,29,63,0,2068
2025-09-15,Z4,29,63,0,2459
2025-09-15,Z5,29,63,0,2589
2025-09-16,Z1,28,55,0,1797
2025-09-16,Z2,28,55,0,2013
2025-09-16,Z3,28,55,0,2213
2025-09-16,Z4,28,55,0,2398
2025-09-16,Z5,28,55,0,2610
2025-09-17,Z1,20,85,0,1670
2025-09-17,Z2,20,85,0,1815
2025-09-17,Z3,20,85,0,2161
2025-09-17,Z4,20,85,0,2340
2025-09-17,Z5,20,85,0,2474
2025-09-18,Z1,20,89,0,1610
2025-09-18,Z2,20,89,0,1899
2025-09-18,Z3,20,89,0,2122
2025-09-18,Z4,20,89,0,2187
2025-09-18,Z5,20,89,0,2392
2025-09-19,Z1,29,64,0,1798
2025-09-19,Z2,29,64,0,2062
2025-09-19,Z3,29,64,0,2135
2025-09-19,Z4,29,64,0,2368
2025-09-19,Z5,29,64,0,2533
2025-09-20,Z1,36,50,0,1894
2025-09-20,Z2,36,50,0,1990
2025-09-20,Z3,36,50,0,2165
2025-09-20,Z4,36,50,0,2533
2025-09-20,Z5,36,50,0,2704
2025-09-21,Z1,37,77,0,1885
2025-09-21,Z2,37,77,0,2091
2025-09-21,Z3,37,77,0,2332
2025-09-21,Z4,37,77,0,2485
2025-09-21,Z5,37,77,0,2799
2025-09-22,Z1,27,58,0,1767
2025-09-22,Z2,27,58,0,1887
2025-09-22,Z3,27,58,0,2208
2025-09-22,Z4,27,58,0,2382
2025-09-22,Z5,27,58,0,2613
2025-09-23,Z1,22,54,0,1728
2025-09-23,Z2,22,54,0,1866
2025-09-23,Z3,22,54,0,2109
2025-09-23,Z4,22,54,0,2159
2025-09-23,Z5,22,54,0,2391
2025-09-24,Z1,33,68,0,1864
2025-09-24,Z2,33,68,0,2053
2025-09-24,Z3,33,68,0,2175
2025-09-24,Z4,33,68,0,2530
2025-09-24,Z5,33,68,0,2600
2025-09-25,Z1,29,81,0,1846
2025-09-25,Z2,29,81,0,2016
2025-09-25,Z3,29,81,0,2113
2025-09-25,Z4,29,81,0,2462
2025-09-25,Z5,29,81,0,2510
2025-09-26,Z1,22,89,0,1624
2025-09-26,Z2,22,89,0,1818
2025-09-26,Z3,22,89,0,2035
2025-09-26,Z4,22,89,0,2357
2025-09-26,Z5,22,89,0,2525
2025-09-27,Z1,22,51,0,1677
2025-09-27,Z2,22,51,0,1907
2025-09-27,Z3,22,51,0,2029
2025-09-27,Z4,22,51,0,2136
2025-09-27,Z5,22,51,0,2464
2025-09-28,Z1,25,82,0,1661
2025-09-28,Z2,25,82,0,1846
2025-09-28,Z3,25,82,0,2070
2025-09-28,Z4,25,82,0,2274
2025-09-28,Z5,25,82,0,2462
2025-09-29,Z1,28,81,0,1880
2025-09-29,Z2,28,81,0,2035
2025-09-29,Z3,28,81,0,2246
2025-09-29,Z4,28,81,0,2284
2025-09-29,Z5,28,81,0,2519
2025-09-30,Z1,28,79,0,1699
2025-09-30,Z2,28,79,0,1966
2025-09-30,Z3,28,79,0,2162
2025-09-30,Z4,28,79,0,2432
2025-09-30,Z5,28,79,0,2625
2025-10-01,Z1,33,64,0,1806
2025-10-01,Z2,33,64,0,2055
2025-10-01,Z3,33,64,0,2297
2025-10-01,Z4,33,64,0,2383
2025-10-01,Z5,33,64,0,2627
2025-10-02,Z1,28,80,1,2020
2025-10-02,Z2,28,80,1,2242
2025-10-02,Z3,28,80,1,2355
2025-10-02,Z4,28,80,1,2558
2025-10-02,Z5,28,80,1,2867
2025-10-03,Z1,36,67,0,1885
2025-10-03,Z2,36,67,0,2080
2025-10-03,Z3,36,67,0,2369
2025-10-03,Z4,36,67,0,2437
2025-10-03,Z5,36,67,0,2652
2025-10-04,Z1,32,86,0,1948
2025-10-04,Z2,32,86,0,2098
2025-10-04,Z3,32,86,0,2332
2025-10-04,Z4,32,86,0,2472
2025-10-04,Z5,32,86,0,2679
2025-10-05,Z1,25,81,0,1758
2025-10-05,Z2,25,81,0,1980
2025-10-05,Z3,25,81,0,2057
2025-10-05,Z4,25,81,0,2293
2025-10-05,Z5,25,81,0,2438
2025-10-06,Z1,31,68,1,2093
2025-10-06,Z2,31,68,1,2118
2025-10-06,Z3,31,68,1,2431
2025-10-06,Z4,31,68,1,2550
